1,376416,Apr,21
2,16714,Apr,21
3,298,Apr,21
4,6,Aug,24
5,357,Aug,24
6,1,Aug,24
7,43,Nov,11
8,2494,Nov,11
9,1,Nov,11
10,2712,Nov,11
11,15,Apr,23
12,246,Apr,23
13,1,Apr,23
14,11,Apr,23
15,1720,Apr,21
16,11358,Apr,21
17,257,Apr,21
18,11358,Apr,21
19,897,Apr,21
20,112267,Apr,21
21,110622,Apr,21
22,112267,Apr,21
23,110622,Apr,21
24,112267,Apr,21
25,110622,Apr,21
26,112267,Apr,21
27,112267,Apr,21
28,110622,Apr,21
29,112267,Apr,21
30,110622,Apr,21
31,110622,Apr,21
32,11358,Apr,21
33,18,Apr,21
34,5,Apr,21
35,333,Apr,21
36,1,Apr,21
37,37,Apr,21
38,18,Apr,21
39,7,Apr,21
40,404,Apr,21
41,1,Apr,21
42,41,Apr,21
43,18,Apr,21
44,6,Apr,21
45,655,Apr,21
46,1,Apr,21
47,39,Apr,21
48,18,Apr,21
49,6,Apr,21
50,373,Apr,21
51,1,Apr,21
52,39,Apr,21
53,18,Apr,21
54,7,Apr,21
55,820,Apr,21
56,1,Apr,21
57,41,Apr,21
58,3114,Apr,21
59,795,Apr,21
60,243,Apr,21
61,5137,Apr,21
62,1776,Apr,21
63,5974,Apr,21
64,1801,Apr,21
65,183,Apr,21
66,132,Apr,21
67,8023,Apr,21
68,17144,Apr,21
69,2934,Apr,21
70,1428,Apr,21
71,709,Apr,21
72,1148,Apr,21
73,1937,Apr,21
74,3331,Apr,21
75,380,Apr,21
76,1373,Apr,21
77,3542,Apr,21
78,174,Apr,21
79,3152,Apr,21
80,143,Apr,21
81,2056,Apr,21
82,4773,Apr,21
83,980,Apr,21
84,3513,Apr,21
85,4977,Apr,21
86,129,Apr,21
87,1362,Apr,21
88,1514,Apr,21
89,879,Apr,21
90,1747,Apr,21
91,4642,Apr,21
92,1711,Apr,21
93,3287,Apr,21
94,1031,Apr,21
95,4785,Apr,21
96,3451,Apr,21
97,663,Apr,21
98,82327,Apr,21
99,16,Apr,21
100,1148,Apr,21
101,894,Apr,21
102,3114,Apr,21
103,795,Apr,21
104,243,Apr,21
105,5137,Apr,21
106,1776,Apr,21
107,5974,Apr,21
108,1801,Apr,21
109,183,Apr,21
110,132,Apr,21
111,8023,Apr,21
112,17144,Apr,21
113,2934,Apr,21
114,1428,Apr,21
115,709,Apr,21
116,1148,Apr,21
117,1937,Apr,21
118,3331,Apr,21
119,380,Apr,21
120,1373,Apr,21
121,3542,Apr,21
122,174,Apr,21
123,3152,Apr,21
124,143,Apr,21
125,2056,Apr,21
126,4773,Apr,21
127,980,Apr,21
128,3513,Apr,21
129,4977,Apr,21
130,129,Apr,21
131,1362,Apr,21
132,1514,Apr,21
133,879,Apr,21
134,1747,Apr,21
135,4642,Apr,21
136,1711,Apr,21
137,3287,Apr,21
138,1031,Apr,21
139,4785,Apr,21
140,3451,Apr,21
141,663,Apr,21
142,82327,Apr,21
143,16,Apr,21
144,1148,Apr,21
145,894,Apr,21
146,3114,Apr,21
147,795,Apr,21
148,243,Apr,21
149,5137,Apr,21
150,1776,Apr,21
151,5974,Apr,21
152,1801,Apr,21
153,183,Apr,21
154,132,Apr,21
155,8023,Apr,21
156,17144,Apr,21
157,2934,Apr,21
158,1428,Apr,21
159,709,Apr,21
160,1148,Apr,21
161,1937,Apr,21
162,3331,Apr,21
163,380,Apr,21
164,1373,Apr,21
165,3542,Apr,21
166,174,Apr,21
167,3152,Apr,21
168,143,Apr,21
169,2056,Apr,21
170,4773,Apr,21
171,980,Apr,21
172,3513,Apr,21
173,4977,Apr,21
174,129,Apr,21
175,1362,Apr,21
176,1514,Apr,21
177,879,Apr,21
178,1747,Apr,21
179,4642,Apr,21
180,1711,Apr,21
181,3287,Apr,21
182,1031,Apr,21
183,4785,Apr,21
184,3451,Apr,21
185,663,Apr,21
186,82327,Apr,21
187,16,Apr,21
188,1148,Apr,21
189,894,Apr,21
190,18,Apr,21
191,20,Apr,21
192,1804,Apr,21
193,1,Apr,21
194,43,Apr,21
195,18,Apr,21
196,4,Apr,21
197,530,Apr,21
198,1,Apr,21
199,35,Apr,21
200,24,Apr,21
201,7,Apr,21
202,808,Apr,21
203,1,Apr,21
204,41,Apr,21
205,18,Apr,21
206,12,Apr,21
207,763,Apr,21
208,1,Apr,21
209,51,Apr,21
210,18,Apr,21
211,6,Apr,21
212,742,Apr,21
213,1,Apr,21
214,39,Apr,21
215,18,Apr,21
216,10,Apr,21
217,421,Apr,21
218,1,Apr,21
219,47,Apr,21
220,18,Apr,21
221,6,Apr,21
222,2550,Apr,21
223,1,Apr,21
224,39,Apr,21
225,18,Apr,21
226,11,Apr,21
227,586,Apr,21
228,1,Apr,21
229,49,Apr,21
230,18,Apr,21
231,10,Apr,21
232,1143,Apr,21
233,1,Apr,21
234,47,Apr,21
235,18,Apr,21
236,9,Apr,21
237,633,Apr,21
238,1,Apr,21
239,45,Apr,21
240,18,Apr,21
241,10,Apr,21
242,520,Apr,21
243,1,Apr,21
244,47,Apr,21
245,18,Apr,21
246,6,Apr,21
247,1019,Apr,21
248,1,Apr,21
249,39,Apr,21
250,18,Apr,21
251,6,Apr,21
252,351,Apr,21
253,1,Apr,21
254,39,Apr,21
255,18,Apr,21
256,6,Apr,21
257,382,Apr,21
258,1,Apr,21
259,39,Apr,21
260,801,Apr,21
261,2868,Apr,21
262,781,Apr,21
263,201,Apr,21
264,4836,Apr,21
265,1542,Apr,21
266,5620,Apr,21
267,1591,Apr,21
268,168,Apr,21
269,127,Apr,21
270,7782,Apr,21
271,16668,Apr,21
272,2838,Apr,21
273,1245,Apr,21
274,610,Apr,21
275,1094,Apr,21
276,1810,Apr,21
277,3018,Apr,21
278,334,Apr,21
279,1247,Apr,21
280,3411,Apr,21
281,168,Apr,21
282,2793,Apr,21
283,135,Apr,21
284,1863,Apr,21
285,4522,Apr,21
286,819,Apr,21
287,3405,Apr,21
288,4785,Apr,21
289,124,Apr,21
290,1333,Apr,21
291,1288,Apr,21
292,799,Apr,21
293,1535,Apr,21
294,4525,Apr,21
295,1592,Apr,21
296,3103,Apr,21
297,859,Apr,21
298,4493,Apr,21
299,3207,Apr,21
300,553,Apr,21
301,78510,Apr,21
302,14,Apr,21
303,4273,Apr,21
304,1119,Apr,21
305,873,Apr,21
306,781,Apr,21
307,220,Apr,21
308,4924,Apr,21
309,1543,Apr,21
310,5708,Apr,21
311,1680,Apr,21
312,168,Apr,21
313,127,Apr,21
314,7870,Apr,21
315,16724,Apr,21
316,2927,Apr,21
317,1256,Apr,21
318,610,Apr,21
319,1094,Apr,21
320,1810,Apr,21
321,3018,Apr,21
322,334,Apr,21
323,1248,Apr,21
324,3499,Apr,21
325,168,Apr,21
326,2793,Apr,21
327,135,Apr,21
328,1863,Apr,21
329,4610,Apr,21
330,819,Apr,21
331,3493,Apr,21
332,4873,Apr,21
333,124,Apr,21
334,1333,Apr,21
335,1294,Apr,21
336,801,Apr,21
337,1535,Apr,21
338,4613,Apr,21
339,1592,Apr,21
340,3191,Apr,21
341,859,Apr,21
342,4581,Apr,21
343,3216,Apr,21
344,553,Apr,21
345,1119,Apr,21
346,873,Apr,21
347,18,Apr,21
348,8,Apr,21
349,545,Apr,21
350,1,Apr,21
351,43,Apr,21
352,18,Apr,21
353,8,Apr,21
354,357,Apr,21
355,1,Apr,21
356,35,Apr,21
357,18,Apr,21
358,9,Apr,21
359,598,Apr,21
360,1,Apr,21
361,37,Apr,21
362,18,Apr,21
363,9,Apr,21
364,580,Apr,21
365,1,Apr,21
366,37,Apr,21
367,18,Apr,21
368,10,Apr,21
369,407,Apr,21
370,1,Apr,21
371,39,Apr,21
372,18,Apr,21
373,10,Apr,21
374,406,Apr,21
375,1,Apr,21
376,39,Apr,21
377,18,Apr,21
378,8,Apr,21
379,326,Apr,21
380,1,Apr,21
381,35,Apr,21
382,18,Apr,21
383,9,Apr,21
384,339,Apr,21
385,1,Apr,21
386,37,Apr,21
387,18,Apr,21
388,7,Apr,21
389,1011,Apr,21
390,1,Apr,21
391,33,Apr,21
392,10,Apr,21
393,8,Apr,21
394,4404,Apr,21
395,1,Apr,21
396,192,Apr,21
397,1076,Apr,23
398,1076,Apr,23
399,38,Apr,21
400,8,Apr,21
401,382,Apr,21
402,1,Apr,21
403,51,Apr,21
404,5,Apr,21
405,12,Apr,21
406,385,Apr,21
407,1,Apr,21
408,76,Apr,21
409,12,Apr,21
